OBJECTID,TBPOLY_COD,TOWN_POLY,AV_LEGEND,IMS_LEGEND,COASTP_COD,COAST_POLY,STATE_COD,FIPS_COD,TOWN_NO,TOWN,CNTY_COD,COUNTY,ACREAGE,AREA_SQMI,SHAPE_Leng,SHAPE_Area,geometry,Population,MSA
58,100.0,Connecticut Town,Connecticut Town,Town,1,Inland Polygons,CT,09013,1,ANDOVER,13,Tolland,10056.90039062,15.71389961,0.277578596481131,0.004404558042628,"POLYGON ((-72.41053447399997 41.76566331400005, -72.40643025299994 41.76543728500008, -72.39672559299999 41.76487439600004, -72.38211826099996 41.76403394200003, -72.38171564399994 41.76401173300007, -72.37452786599994 41.76484548200006, -72.37294330099996 41.76502778500003, -72.36913991699998 41.76548508900004, -72.36677982899994 41.76578275100007, -72.35738391499996 41.76693860000006, -72.35487015299998 41.76724715900008, -72.35238374599999 41.76459208100005, -72.34028446899998 41.75140914000008, -72.33910351699996 41.75010790800007, -72.33268433099994 41.74315117100008, -72.32968685499998 41.73991982500007, -72.32831700199995 41.73850373000005, -72.32907904799998 41.73766983600007, -72.33039049699994 41.73622595100005, -72.33042600599998 41.73618834600006, -72.33151773099996 41.73493146200008, -72.33173028299996 41.73464030500003, -72.33343641799996 41.73276335500003, -72.33372979699993 41.73250576100003, -72.34083252899995 41.72450331600004, -72.34370276299995 41.72113329800004, -72.35014412999993 41.71254956600006, -72.35106634599998 41.71125931900008, -72.35407308199996 41.70604531000004, -72.35522866899998 41.70391554400004, -72.36077698799994 41.70112642800007, -72.36096057699996 41.70112052900004, -72.36472368499994 41.70065238900003, -72.37245471399996 41.69957370600008, -72.37452800799997 41.69929455200003, -72.39820216299995 41.69665540400007, -72.40436243099998 41.70420279100006, -72.40658014699994 41.70750708100007, -72.41273464499994 41.71663505700008, -72.41424205699997 41.71898431100004, -72.42299815499996 41.73160230900004, -72.40391263799995 41.73380331600004, -72.40401520699999 41.73414906500005, -72.40429296999997 41.73547746200006, -72.40454168399998 41.73641573500004, -72.40474603899997 41.73708510400007, -72.40480435799998 41.73748560500007, -72.40521995199998 41.74140435900006, -72.40534434199998 41.74238650900003, -72.40546839099994 41.74283111500006, -72.40706867199998 41.75010813300003, -72.40808397799998 41.75475348400005, -72.40849334299998 41.75652580200006, -72.40883698999994 41.75816705500006, -72.40974443299996 41.76220025400005, -72.41053447399997 41.76566331400005))",3150,Hartford MSA
150,100.0,Connecticut Town,Connecticut Town,Town,1,Inland Polygons,CT,09009,2,ANSONIA,9,New Haven,4000.11010742,6.25016021,0.173935568430175,0.001741555354606,"POLYGON ((-73.09538455999996 41.35994841000007, -73.09520969799996 41.36007467100006, -73.09511529199995 41.36051904800007, -73.09506415599998 41.36053566900006, -73.09490381599994 41.36052448700008, -73.09468517799996 41.36038191700004, -73.09431354999998 41.36023946000006, -73.09375212699996 41.36006927000005, -73.09341758399995 41.35996512500003, -73.09305974299997 41.35993223300005, -73.09224415199998 41.36000362500005, -73.08997119599996 41.36102550800007, -73.08855835399999 41.36165731900007, -73.08842732999994 41.36172323000005, -73.08809922299997 41.36184958900003, -73.08654039899994 41.36256894300004, -73.08474756899994 41.36339256600007, -73.08462419299997 41.36339789900006, -73.08163684999994 41.36332167000006, -73.08146159199998 41.36333281100008, -73.08110490999997 41.36321702700008, -73.08001143299998 41.36287180000005, -73.07970601099998 41.36276186900005, -73.07908612499995 41.36255335200008, -73.07869296899997 41.36242686000003, -73.07664523599993 41.36174641300005, -73.07543572599997 41.36136253400008, -73.07512252499998 41.36124197800007, -73.07485971599993 41.36118131400008, -73.07378141899994 41.36080802400005, -73.07341764599994 41.36072585900007, -73.07217889399993 41.36031406700005, -73.07195305399995 41.36027027600005, -73.07134110299995 41.36027576600003, -73.07022621699997 41.36032519800006, -73.06801840299994 41.36035295400006, -73.06410601599998 41.36038002900005, -73.06212387199997 41.36041871800006, -73.05899130299997 41.36045704700007, -73.05654310999995 41.36049517800006, -73.05606221799997 41.36048428500004, -73.05566116399996 41.36050610800004, -73.05493241499994 41.36051130900006, -73.05310391299997 41.36054394400003, -73.05228042599998 41.36054422900003, -73.04881228499994 41.36058796600003, -73.04713669699998 41.36060398400008, -73.04703493499994 41.35990645900006, -73.04694077599999 41.35842999300007, -73.04672254999997 41.35635503200007, -73.04667899899994 41.35569063300005, -73.04664242399997 41.35515795100008, -73.04656264299996 41.35478507600004, -73.04654138499995 41.35396675700008, -73.04641071099996 41.35271543100004, -73.04636005799995 41.35208964600002, -73.04625052399996 41.35143090600008, -73.04601782399999 41.34901583100003, -73.04593851499999 41.34844483600006, -73.04592400199994 41.34835670700005, -73.04558141099994 41.34745139200004, -73.04522479599996 41.34641351700003, -73.04487577099997 41.34549106000003, -73.04460636199997 41.34470631200003, -73.04443904899995 41.34429987000004, -73.04411129499994 41.34334510800005, -73.04381989399997 41.34262576700007, -73.04374761699995 41.34234566900005, -73.04356544499996 41.34192262600004, -73.04347845499996 41.34160980300004, -73.04336171999995 41.34136309600007, -73.04305591999997 41.34042388600005, -73.04262661599995 41.33929853700005, -73.04229969499994 41.33836538100007, -73.04221202099995 41.33815153300003, -73.04203737199998 41.33762452000008, -73.04195729699995 41.33732814500007, -73.04182636899998 41.33700960300007, -73.04167394699994 41.33651546400006, -73.04142654099996 41.33590046800003, -73.04081495099996 41.33405051000005, -73.04056046799997 41.33337566400007, -73.04048831099993 41.33311717700008, -73.04037900899993 41.33289806400006, -73.04021178799997 41.33239813100005, -73.04013891599999 41.33223364500003, -73.03978971099997 41.33067444700004, -73.03962980299997 41.33022989800003, -73.03945480099998 41.32961488500007, -73.03917157199999 41.32819892100008, -73.03902620399998 41.32764403900006, -73.03890227599999 41.32694656000007, -73.03888117499997 41.32675484100002, -73.04255092999995 41.32625049400008, -73.04546437699997 41.32582311200008, -73.04777247899995 41.32553805800006, -73.05005218799994 41.32521992600005, -73.05112992699998 41.32503887700005, -73.05612534099998 41.32365047600007, -73.05632901699994 41.32365559100003, -73.05686847299995 41.32369394300008, -73.05899477799994 41.32401311200005, -73.06088800599997 41.32440817800006, -73.06182711799994 41.32460580400004, -73.06229345899999 41.32472117600003, -73.06338546499995 41.32491339900002, -73.06397511299997 41.32502293800007, -73.06495132299995 41.32517120800003, -73.06565049199997 41.32534116000005, -73.06589043199995 41.32545662700005, -73.06642241699996 41.32587369800007, -73.06653125399998 41.32593412000006, -73.06697568499999 41.32603323600006, -73.06726684299997 41.32601116100005, -73.06768206999999 41.32590674900007, -73.06783490199996 41.32589003100003, -73.06806051199999 41.32591239000004, -73.06876690999997 41.32611523700007, -73.06910928499997 41.32623624200005, -73.06931278599995 41.32629657100006, -73.07007742999997 41.32645018900007, -73.07169458999994 41.32666985300006, -73.07189855799999 41.32668609100006, -73.07248064399994 41.32677914000004, -73.07255402499999 41.32680123300003, -73.07268456799994 41.32687839800008, -73.07354457399998 41.32716912300003, -73.07395942199997 41.32735560800006, -73.07455651199996 41.32758068400005, -73.07505174899995 41.32777808500003, -73.07556913399998 41.32821745300004, -73.07623141899995 41.32882639700006, -73.07647223299995 41.32901902600003, -73.07714198499997 41.32966070500004, -73.07737529299999 41.32985318400006, -73.07742639099996 41.32996830700006, -73.07741179499999 41.33018808200006, -73.07826357999994 41.33032510100003, -73.07846047799995 41.33033620100008, -73.07926905299996 41.33052256600007, -73.07929118199996 41.33053365400008, -73.07911612499998 41.33074736900005, -73.07923235099997 41.33078031300005, -73.07980061699999 41.33101110600006, -73.08001218599998 41.33113176900008, -73.08127943399995 41.33169725700003, -73.08345682299995 41.33262973900003, -73.08392719199998 41.33284672900004, -73.08395927499998 41.33271249700005, -73.08428028999998 41.33287160300006, -73.08461526799994 41.33313495500005, -73.08469519699997 41.33323369600004, -73.08508121199998 41.33355196100007, -73.08521277699998 41.33360149100002, -73.08523419799997 41.33360691700005, -73.08536596299996 41.33365078700007, -73.08559171999997 41.33369455500008, -73.08572257499998 41.33373825400002, -73.08607909899996 41.33398576000008, -73.08618904499997 41.33403483900003, -73.08689519099994 41.33438046000003, -73.08755792999995 41.33478092400003, -73.08808264999993 41.33507166800007, -73.08813382899996 41.33511028400005, -73.08836696299994 41.33543447700004, -73.08846175499997 41.33558806300005, -73.08851270699995 41.33571450300008, -73.08865088199997 41.33589523200004, -73.08933625599997 41.33705327400003, -73.08977311399997 41.33777275700004, -73.08978787799998 41.33785453600007, -73.09018839799995 41.33815112700006, -73.09035602099993 41.33821701100004, -73.09050936899996 41.33833765700007, -73.09113581399998 41.33870561700007, -73.09161650399994 41.33892460600003, -73.09183531899998 41.33902910100005, -73.09207575199997 41.33913319200008, -73.09230819699997 41.33927606900005, -73.09246891099997 41.33932550600008, -73.09262160099996 41.33936347300005, -73.09299335999998 41.33942428300003, -73.09311680299999 41.33944038100003, -73.09338667499998 41.33938571200008, -73.09402722399994 41.33918755900004, -73.09416593999998 41.33912179000004, -73.09433347099997 41.33903946500004, -73.09522163099996 41.33901175100004, -73.09546971599997 41.33905525900008, -73.09573200699998 41.33915978900006, -73.09588457099994 41.33930255900003, -73.09600855199994 41.33950562200005, -73.09609644999995 41.33985665400007, -73.09607526399998 41.34015295200004, -73.09597298999995 41.34060884900003, -73.09601705199998 41.34076275100006, -73.09606772499995 41.34079004400007, -73.09614091599997 41.34089994600004, -73.09625751899995 41.34099873900004, -73.09633012999996 41.34104260500004, -73.09645396099995 41.34117413800004, -73.09651265599996 41.34159678700007, -73.09701526199996 41.34254641000007, -73.09756213899993 41.34360019000007, -73.09759882199995 41.34364982300008, -73.09794905499996 41.34431927700007, -73.09812366999995 41.34470898300003, -73.10223665499996 41.35261243700006, -73.10246994999994 41.35306765100006, -73.10241198899996 41.35308429600008, -73.10228820099996 41.35317781900005, -73.10212798999999 41.35339752900006, -73.10179989899996 41.35380952600008, -73.10153791599998 41.35398529100007, -73.10096228499998 41.35417179200005, -73.10064215999995 41.35433144000007, -73.10048917799998 41.35445781200008, -73.10011006099995 41.35495143500003, -73.10007431699995 41.35507796500008, -73.09996525499997 41.35528670700006, -73.09973951099994 41.35559941300005, -73.09944786699998 41.35580802500004, -73.09924399399995 41.35591259400007, -73.09911971499997 41.35604419600003, -73.09865431699995 41.35645642800006, -73.09856668999998 41.35658791700007, -73.09847217199996 41.35683521000004, -73.09839215399995 41.35719755500003, -73.09831951199999 41.35727959700006, -73.09821728699995 41.35740632500006, -73.09809332899994 41.35742780100003, -73.09794766399995 41.35747781400005, -73.09767819299998 41.35762031700006, -73.09708084099998 41.35784014400008, -73.09697894399994 41.35790031500005, -73.09692113099999 41.35798831400007, -73.09688474699993 41.35808173700008, -73.09670996299997 41.35852070000004, -73.09670240999998 41.35885555300007, -73.09659333899998 41.35910820600003, -73.09649902999996 41.35914090900008, -73.09601771599995 41.35934974500003, -73.09590904799995 41.35946499900007, -73.09578473799996 41.35967910200003, -73.09554443199994 41.35987159900003, -73.09538455999996 41.35994841000007))",18923,New Haven MSA
19,100.0,Connecticut Town,Connecticut Town,Town,1,Inland Polygons,CT,09015,3,ASHFORD,15,Windham,25268.40039062,39.48189926,0.439112533567106,0.01109324488504,"POLYGON ((-72.21692657599993 41.95823401000007, -72.21309645199995 41.95841011900006, -72.20640693899998 41.95868590700007, -72.20263577399999 41.95883947700003, -72.19508689899999 41.95915273800006, -72.19440273199996 41.95913659400003, -72.19392504199993 41.95915882600008, -72.19065355099997 41.95918611700006, -72.16177863399997 41.95936321800008, -72.15160529599996 41.95932737600003, -72.15161994699997 41.95923431900007, -72.15195876999996 41.95808196500008, -72.15204714599997 41.95762088100003, -72.15203968299994 41.95748397500006, -72.15211401699997 41.95705026300004, -72.15212131499999 41.95700656400004, -72.15223154499995 41.95671607800006, -72.15246672199999 41.95638147100004, -72.15257730999997 41.95610161700006, -72.15265127999999 41.95570666400005, -72.15269582999997 41.95511397400003, -72.15267381599995 41.95496035800005, -72.15265909099998 41.95456546000003, -72.15257109799995 41.95419230800007, -72.15254178599997 41.95398325500003, -72.15250547099998 41.95378600100003, -72.15252710799996 41.95358338500006, -72.15258617999996 41.95345711300007, -72.15272577099995 41.95327019900003, -72.15275537999997 41.95314943400007, -72.15271912099996 41.95304548300004, -72.15262358399997 41.95294122400003, -72.15245426799999 41.95286454100005, -72.15213790599995 41.95278744200004, -72.15204313199996 41.95260103300006, -72.15194703999998 41.95255697200002, -72.15171998599999 41.95256197300006, -72.15164625399996 41.95248527100006, -72.15161688699999 41.95233195700007, -72.15140330799994 41.95227150900007, -72.15127888199999 41.95230962700003, -72.15121224999996 41.95235919400005, -72.15113877899995 41.95245246000007, -72.15091820799995 41.95260053500004, -72.15080041699997 41.95261690400008, -72.15077151999998 41.95261109500007, -72.15069799399998 41.95246287100008, -72.15072739999994 41.95226544100007, -72.15085993999998 41.95194745600003, -72.15080867599994 41.95182678900005, -72.15053637999995 41.95160721500008, -72.15049987399993 41.95148079300003, -72.15062496399997 41.95122279900005, -72.15069934599995 41.95088307300006, -72.15068453199996 41.95035079400003, -72.15069979599997 41.95009274500006, -72.15066976999998 41.94986241900006, -72.15069978799994 41.94954956500004, -72.15067757499997 41.94946746700003, -72.15042811299998 41.94926430300006, -72.15036913999995 41.94913279200006, -72.15039916099994 41.94891855700007, -72.15063406799999 41.94875940700007, -72.15069293399995 41.94865508900006, -72.15064876999998 41.94861129600008, -72.15035468999997 41.94856175000007, -72.15022990899996 41.94849044000006, -72.15011253099993 41.94836428400004, -72.14999464499994 41.94814465300004, -72.14999489999997 41.94796902500008, -72.15006121599998 41.94785428200004, -72.15009884599993 41.94776066100007, -72.15000990899995 41.94768919400008, -72.14992934499998 41.94765618800005, -72.14979006399994 41.94751379700006, -72.14973094299995 41.94739857600007, -72.14975361399996 41.94723369900004, -72.14979006499993 41.94711863100008, -72.14976096399994 41.94703632400007, -72.14977546299997 41.94695956100003, -72.14967248499994 41.94686641000004, -72.14970924699998 41.94671807100008, -72.14977602099998 41.94640575000005, -72.14976821299996 41.94620795400004, -72.14983499099998 41.94594451300003, -72.14993056399999 41.94569751700004, -72.14992330999996 41.94558822400006, -72.14980609399998 41.94549465600005, -72.14971021599996 41.94547821000003, -72.14970275999997 41.94534130400007, -72.14975411999995 41.94520401700004, -72.14975447999996 41.94506663500005, -72.14949033399995 41.94481417000003, -72.14949794399996 41.94449022300006, -72.14951953599996 41.94429309500003, -72.14948303399996 41.94421623800008, -72.14948375099993 41.94413923300004, -72.14934397099995 41.94395275800008, -72.14921159399995 41.94385945400006, -72.14902055999994 41.94379894800005, -72.14874819999994 41.94378775600006, -72.14854292199993 41.94372734600006, -72.14841018899995 41.94357384000006, -72.14809511399994 41.94311803500005, -72.14798443599994 41.94301386500007, -72.14783046499997 41.94297018600003, -72.14733869899999 41.94273951400004, -72.14712500699994 41.94264578400004, -72.14704470699996 41.94253628300004, -72.14701511199996 41.94221248200006, -72.14698624799996 41.94151547500007, -72.14701545799994 41.94129060200004, -72.14707468099994 41.94114803800005, -72.14723636799994 41.94085713800007, -72.14724433599997 41.94074192200003, -72.14718481399996 41.94062155300003, -72.14689926099999 41.94035216200007, -72.14670033899995 41.93995733000003, -72.14667140499995 41.93975959600004, -72.14675222699998 41.93941990500008, -72.14671573899994 41.93924391500008, -72.14663509199994 41.93907369600004, -72.14642917299994 41.93888721500008, -72.14624586299993 41.93878866900008, -72.14576133099996 41.93862354600003, -72.14564341599998 41.93855758200004, -72.14537900199997 41.93833820900005, -72.14526135099999 41.93814618500005, -72.14524718199993 41.93784424800003, -72.14529868799997 41.93778980300004, -72.14536526699999 41.93764676500007, -72.14543149999997 41.93729550900008, -72.14537245199995 41.93707617900003, -72.14535056599993 41.93686235900003, -72.14534337899994 41.93669783800004, -72.14540255499998 41.93656025000007, -72.14540251399995 41.93631944500004, -72.14526334199996 41.93597312000003, -72.14522701199996 41.93573195200003, -72.14521967799993 41.93548510700003, -72.14518292799994 41.93543586200008, -72.14516817799995 41.93544110000005, -72.14510193099994 41.93530388600004, -72.14499949099996 41.93520507500006, -72.14487428899997 41.93508418800008, -72.14482269299998 41.93495236900003, -72.14482297299998 41.93462872200007, -72.14493433099994 41.93421732900003, -72.14488982699999 41.93411315900005, -72.14469142899998 41.93395964700005, -72.14469873599995 41.93386638200008, -72.14474336499995 41.93366320000007, -72.14469922099994 41.93356983600006, -72.14461872899994 41.93348228600007, -72.14454461499997 41.93344948300006, -72.14439068699994 41.93325709600003, -72.14433980799998 41.93309818100005, -72.14434723199997 41.93284557900006, -72.14442096099998 41.93257668800004, -72.14448754599994 41.93228580600004, -72.14447987199998 41.93183074100006, -72.14453859099996 41.93159470200004, -72.14474507899996 41.93127676700004, -72.14481103899993 41.93110113900008, -72.14493620899998 41.93093079300007, -72.14503968999998 41.93062381100003, -72.14504675099994 41.93040962500004, -72.14499516499995 41.93017918400005, -72.14490738699999 41.93003636900005, -72.14481940899998 41.92981688700007, -72.14473844699995 41.92929025900003, -72.14474598299995 41.92882961200007, -72.14457788799996 41.92848364600007, -72.14430618099993 41.92811621400006, -72.14413721099999 41.92791277000003, -72.14405673399995 41.92777565300003, -72.14396834399997 41.92769852200007, -72.14391705799994 41.92758351200007, -72.14354986199999 41.92725982800005, -72.14327820099999 41.92708414500004, -72.14310925099994 41.92673268500005, -72.14308024899998 41.92634868400006, -72.14305085999996 41.92625008100003, -72.14283791699995 41.92593680800007, -72.14261781399995 41.92570119200008, -72.14246411599999 41.92548685100007, -72.14220681499995 41.92525069600003, -72.14182553199998 41.92466949000004, -72.14169362099994 41.92453209900003, -72.14145826499998 41.92435626000002, -72.14119373999995 41.92401029700005, -72.14113579899998 41.92372527900005, -72.14107006999996 41.92368136800008, -72.14096652099994 41.92365406700003, -72.14045188399996 41.92362597300007, -72.14035726699996 41.92357693500003, -72.14015126499999 41.92340639300005, -72.14010013999996 41.92332397000007, -72.13996036899994 41.92319270900003, -72.13970340899994 41.92253394100004, -72.13958611599998 41.92230880900007, -72.13955750299993 41.92217745100004, -72.13941081899998 41.92195199300005, -72.13926341799998 41.92170526300004, -72.13919733399996 41.92165071600004, -72.13910208399994 41.92147492500004, -72.13900702699993 41.92137580100007, -72.13889738799998 41.92116752000004, -72.13875043199994 41.92043780700004, -72.13877332299995 41.91996060200006, -72.13886167399994 41.91960363300007, -72.13896392899994 41.91937880300003, -72.13912651599998 41.91908791600008, -72.13926576599994 41.91888489200005, -72.13967019299997 41.91856680800004, -72.13980973999998 41.91838059300005, -72.13989787499997 41.91804557500006, -72.13991294699997 41.91756867400005, -72.13984760499994 41.91738755300003, -72.13976700499995 41.91721715600005, -72.13972309799993 41.91700339000005, -72.13951010699998 41.91660298000005, -72.13939270599997 41.91619638400005, -72.13915791199997 41.91591643500004, -72.13845309199996 41.91560895700007, -72.13812224499998 41.91543363500006, -72.13778501599995 41.91505983700006, -72.13746915099995 41.91475818400005, -72.13682332199994 41.91428618500004, -72.13599308499994 41.91384116100005, -72.13536216999995 41.91339650200007, -72.13495123399997 41.91300120600005, -72.13481941999999 41.91280943800007, -72.13454792299996 41.91252911000004, -72.13439392699996 41.91230394900003, -72.13415169599995 41.91189274000004, -72.13393139699997 41.91154167600007, -72.13377029499998 41.91138782700006, -72.13344742099997 41.91091032400004, -72.13334447499994 41.91082230200004, -72.13336642499996 41.91078400000004, -72.13308798699995 41.91055869000007, -72.13280111199998 41.91039953600006, -72.13267651599995 41.91036662600004, -72.13261003599996 41.91035529500004, -72.12885513999998 41.90451002400005, -72.12596561699996 41.89998224100003, -72.12452181199995 41.89782483400006, -72.11964923499994 41.89008376300006, -72.11769347299997 41.88708921600005, -72.11184235499996 41.87806582700006, -72.11173698199997 41.87512012900004, -72.11173803399998 41.87510658300005, -72.11215814199994 41.86737793500004, -72.11329664799996 41.84774044500006, -72.11385402699995 41.83782013800004, -72.11387580799999 41.83733160000003, -72.11406440899998 41.83434134900006, -72.11422369399997 41.83171832900007, -72.11486210999993 41.83181720500005, -72.11666754699996 41.83213430700005, -72.11912545699994 41.83252303800003, -72.11930869199995 41.83259418800003, -72.12007161899999 41.83272030100005, -72.12120876199998 41.83290075900004, -72.12134834199998 41.83293342100006, -72.12452162599999 41.83348784000003, -72.12732457699997 41.83392302800007, -72.12844671899995 41.83409355700007, -72.12865219399998 41.83414303100005, -72.13059625799997 41.83431949900006, -72.13214398399998 41.83445213500005, -72.13324462499997 41.83447465400008, -72.14475558199996 41.83480378000007, -72.15585605399997 41.83489003600005, -72.16369163499996 41.83496916800004, -72.16471111199996 41.83499097500004, -72.19032364299994 41.83514223200007, -72.19562099599995 41.83515302000006, -72.21776391699996 41.83532042800005, -72.21745925499994 41.84306817500004, -72.21715411099996 41.85164433000006, -72.21699404099996 41.85503001700005, -72.21716937699995 41.87243491300006, -72.21719087699995 41.87261047500004, -72.21719828199997 41.87510640500005, -72.21719856399994 41.87512784400008, -72.21695212399999 41.88201957200005, -72.21689458799995 41.88476320700005, -72.21689625299996 41.88739717300007, -72.21683176799996 41.89048105800003, -72.21674119899996 41.90161382400004, -72.21666976999995 41.90653595300006, -72.21665567499997 41.90957563200004, -72.21660112099994 41.91828896500004, -72.21683930899997 41.92503774100004, -72.21697255899994 41.92747915600006, -72.21728387099995 41.93511737100005, -72.21721952099995 41.93762493200006, -72.21717056299997 41.94377565600007, -72.21709886299993 41.94845074600005, -72.21692657599993 41.95823401000007))",4222,
