year,New Haven (MMTCO2e),Hartford (MMTCO2e),Bridgeport (MMTCO2e)
2016-01-01,1.430073354514385,1.9240973709109053,1.792147398332422
2017-01-01,1.3550279997242027,2.2310886626574047,1.706469098021845
2018-01-01,1.4491078972377354,2.1088489136729067,1.7267130854758896
2019-01-01,1.3742152409682014,1.8446422608244288,1.674140675809491
2020-01-01,1.3033801231631845,1.7565361994331015,1.590311131870287
2021-01-01,1.3149403856563922,1.7902189061759468,1.671622502312491
2022-01-01,1.3536270017255054,1.8427882090610919,1.6881847635379685
