,MSA,Residential Electricity Emissions (MMTCO2e),Commercial/Industrial Electricity Emissions (MMTCO2e),Total Emissions (MMTCO2e),Emissions per capita (MTCO2e)
0,New Haven-Milford,0.6120477872397366,0.7028925984166559,1.3149403856563922,1.5206000174112457
1,Hartford-east Hartford-Middletown,0.875670888436478,0.9145480177394689,1.7902189061759468,1.4754664921949512
2,Bridgeport-Stamford-Norwalk,0.8661696766719452,0.853477542031238,1.7196472187031833,1.7979553667464585
