,County,Total Footprint Area (square feet),Ratio,GHG Emissions/MMTCO2e
0,New Haven-Milford,4021517.206466621,0.2499361557084662,0.9558820197045581
1,Hartford-East Hartford-Middletown,6733395.210623542,0.4184786058114842,1.6004734240724312
2,Bridgeport-Stamford-Norwalk,3061253.8885601596,0.1902560623945624,0.7276352181509945
3,Rest of the state,2274011.584248295,0.14132917608548723,0.5405141080802842
4,Statewide,16090177.889898617,1.0,3.824504770008268
