,p,d,q,MAPE,MAE,RMSE
0,0,0,0,26.521073423385463,1.787343672896432,1.84301574113887
1,0,0,1,25.442461649917266,1.7155080108463274,1.779919393461099
2,0,0,2,24.18165343932508,1.632130923899779,1.7117703042280443
3,0,0,3,23.036272134327927,1.5534864560916983,1.6436815854754032
4,0,0,4,40.67193742613868,2.3530957973691815,3.339960053423179
5,0,0,5,21.020206644455502,1.4224335127248056,1.5303036480913061
6,0,0,6,19.737234050397443,1.3309003947434188,1.447145335209056
7,0,0,7,19.445582184774917,1.3122655495582265,1.4336015606947647
8,0,0,8,256.9159883563319,17.206991307621838,32.3419867619128
9,0,0,9,93.44148500603173,6.422705969265483,8.955655422429114
10,0,1,0,10.578607537696763,0.6842134015510188,0.7946385128819856
11,0,1,1,10.806470714432605,0.6965988620318587,0.803110064385025
12,0,1,2,10.551695583908309,0.6799063057613717,0.7858793672041068
13,0,1,3,11.058488501141836,0.707471744456042,0.8087994094574885
14,0,1,4,167162505.18273732,9442420.108150795,9621110.883426318
15,0,1,5,10.097993413030824,0.6515675666970052,0.7567265235631927
16,0,1,6,10.048720618142875,0.6454863486030239,0.7521595133466468
17,0,1,7,58705936.54876659,4153608.8565546665,4219149.887486002
18,0,1,8,965630778.5131086,68278709.87658109,68284715.71918015
19,0,1,9,4065.2534166167043,289.13499354817947,297.36079006187754
20,0,2,0,12.331436341945325,0.8025877168525803,0.9061939917897425
21,0,2,1,9.166960621641133,0.6022960821897213,0.7167683881146995
22,0,2,2,9.663941860337003,0.6334953727151781,0.7543000073215809
23,0,2,3,9.478594679515304,0.6190945847909917,0.7363581782047591
24,0,2,4,6.550171020843307,0.44259734723624283,0.5370731910050947
25,0,2,5,9.078143512220086,0.5902103426190358,0.6950050689855235
26,0,2,6,9.252909139136097,0.6017200936439601,0.7116033727549865
27,0,2,7,1915347261.454894,137640880.20555162,147015560.53403464
28,0,2,8,10377937876.407242,740545504.6521201,757566632.2931641
29,0,2,9,14.409798376069604,0.9313003911807197,1.083684337466317
30,1,0,0,9.212632338696237,0.5943438189076958,0.6897718398462226
31,1,0,1,9.776454608515103,0.6302788329408243,0.7281189770523572
32,1,0,2,6.706464246926025,0.4443863566038357,0.5217107518496299
33,1,0,3,6.748838098916103,0.445780445050264,0.5252487369828857
34,1,0,4,7.305573446857594,0.4809240110508645,0.5614459876581047
35,1,0,5,10.474113929265824,0.6817132646623404,0.7816071678198018
36,1,0,6,10.67718219577042,0.7022943144789663,0.8043039364500384
37,1,0,7,10.768222243256341,0.7185758191146988,0.8694856380906479
38,1,0,8,55280.72707175641,3959.8068076773056,4157.075640040919
39,1,0,9,17283035729.436924,1232804294.700374,1260906070.9024198
40,1,1,0,10.51668494310733,0.6782234142409332,0.7826869698598417
41,1,1,1,10.829789211740108,0.7111146447103049,0.8168760194286714
42,1,1,2,11.027791135702268,0.7208222508528523,0.8289130198798814
43,1,1,3,9.749272547300881,0.627188050011276,0.7264776230155746
44,1,1,4,60.22409010494868,3.4854586971650257,3.593617870301419
45,1,1,5,10.13756249764282,0.6528016546493874,0.7560469359430373
46,1,1,6,11.10260094429862,0.7255871151790863,0.8435286998805962
47,1,1,7,15.573339205919064,1.032975946823839,1.2577091437859862
48,1,1,8,1194700517.0334413,84678854.90753005,85160352.69217777
49,1,1,9,10.155630848630315,0.6552032130377708,0.7610852904190097
50,1,2,0,7.38060107662178,0.4693029577089145,0.547303245196917
51,1,2,1,9.427379551770947,0.6183388704929683,0.737165334381836
52,1,2,2,9.624281861484201,0.6318764102634226,0.7512054161170748
53,1,2,3,9.423943094280714,0.6207183953506953,0.7440083685276018
54,1,2,4,10.362979191125056,0.6767754249639076,0.7989371493729914
55,1,2,5,9.138884266358433,0.6005693098588982,0.7161639950092745
56,1,2,6,9.270930556663274,0.6028014813069814,0.7112012499728686
57,1,2,7,205530.56015600343,14971.122634178866,19189.06170787988
58,1,2,8,3392720.752685581,240676.08691042327,243701.9012239785
59,1,2,9,12.056142001894841,0.7884772032349971,1.0750265128212113
60,2,0,0,9.707109499934559,0.6265314560018305,0.7245663869583714
61,2,0,1,9.675368503742918,0.6223575091709267,0.7187298280234641
62,2,0,2,10.431262363958693,0.6768341163428127,0.777368700497025
63,2,0,3,7.1752301172098365,0.4828823745445214,0.5649993449288558
64,2,0,4,8.968511553701079,0.5939913933876086,0.6869996386980949
65,2,0,5,9.269841192175436,0.602053096667074,0.6959391044442335
66,2,0,6,7.522118312982529,0.48693933360238484,0.5686126723576933
67,2,0,7,10.153334458354207,0.6716086542236598,0.8131008331846933
68,2,0,8,12.095354968252558,0.7949176145238558,0.9176612304012425
69,2,0,9,12.576692222493913,0.8274831710288328,0.9359372302229078
70,2,1,0,9.856972350977212,0.6360609560538002,0.7373192357650448
71,2,1,1,9.276158354120636,0.5970332350729948,0.6988919121563827
72,2,1,2,9.409415516470604,0.6048198083999351,0.7065103592706063
73,2,1,3,134.90459689355293,8.4663153024972,17.019474569630734
74,2,1,4,9.67843432710594,0.6130382945531828,0.7134311059348916
75,2,1,5,9.062872333373434,0.5767778689592228,0.6874603713860665
76,2,1,6,12.843861534473286,0.841341335541621,0.9754907375092189
77,2,1,7,16.71197268711855,1.1272221895778858,1.2265987443025992
78,2,1,8,369972.087695931,27218.390727765352,45409.40104928182
79,2,1,9,12.565215779939335,0.8295254125406183,0.9501713595067759
80,2,2,0,8.227759678101732,0.5207141053815219,0.5987588440552167
81,2,2,1,10.147610541808296,0.6599735244484103,0.77744139284628
82,2,2,2,13.63520319674132,0.86940560405491,1.0150367271594627
83,2,2,3,68404.0270518941,4250.229520349641,7763.534307585108
84,2,2,4,10.647676789694371,0.6945898986114615,0.8221138183820399
85,2,2,5,9.467296063291196,0.62006716783596,0.7408935571459795
86,2,2,6,11.07715258489624,0.7100658856370584,0.8305485297608018
87,2,2,7,12.5879707042426,0.8117709485568869,1.1580969497682456
88,2,2,8,4648524689.586727,342124126.1407383,769409362.749805
89,2,2,9,9.847385011742562,0.6549111630433102,0.7952438518282321
90,3,0,0,9.484652002526808,0.6110603791036371,0.7094631803899564
91,3,0,1,9.494190745512508,0.6103137949034521,0.7084774968806401
92,3,0,2,10.39265438564297,0.6768492302156367,0.7814557148652912
93,3,0,3,6.564227932997089,0.4302638503376981,0.5083227852709054
94,3,0,4,5.905516836867998,0.3713227475832264,0.4425689142458172
95,3,0,5,9.84266081251796,0.6331611073487801,0.7339271708143783
96,3,0,6,9.28421313602521,0.5999503855721803,0.6944898293654761
97,3,0,7,9.777148750364697,0.6491462975431995,0.7800827831210851
98,3,0,8,8.71639587481049,0.558345116121564,0.6534653332678417
99,3,0,9,11.782810384440618,0.7746000796376321,0.882614182194
100,3,1,0,9.92398340550529,0.6393935408242806,0.7387905926848845
101,3,1,1,10.947717820748194,0.7171194006074795,0.8273748812191187
102,3,1,2,9.591158274086522,0.6174304324835456,0.7173285748152284
103,3,1,3,9.502901527238238,0.601899695608912,0.7062773361971217
104,3,1,4,9.160404142146811,0.5834060976931339,0.6848733975935065
105,3,1,5,11.50727229906361,0.7511709259055795,0.8544362959547126
106,3,1,6,12.588932806312242,0.8250044718560051,0.9369981821830944
107,3,1,7,158.52059989790092,10.728966028934993,15.49259952556816
108,3,1,8,49272839514.192375,3586590559.5235157,4539107282.802148
109,3,1,9,12.497748402957724,0.8232566031557416,0.9433963875089663
110,3,2,0,7.973941151335107,0.5058320252326045,0.5781293599236913
111,3,2,1,8.067019607481305,0.5110925020651361,0.5830969566048342
112,3,2,2,10.327748601457833,0.6706214303176102,0.7934241025463793
113,3,2,3,914788.0288909675,57260.35188694001,117709.5909712416
114,3,2,4,10.217884209443525,0.6652102502397881,0.7906040769103274
115,3,2,5,10.565221090198945,0.6903352917906119,0.8266641740128872
116,3,2,6,6.711041928111564e+25,4.944735172274156e+24,1.5688134876428523e+25
117,3,2,7,9.782032693291583,0.6423717965783767,0.7634947127058233
118,3,2,8,9.091262853688079,0.5989572576779479,0.714415470008154
119,3,2,9,10.585110360580329,0.6991280144235533,0.9161790103616028
120,4,0,0,9.562773302161984,0.6134199374580458,0.7119768036811628
121,4,0,1,9.341006858782379,0.5963872648927132,0.6966284591106898
122,4,0,2,10.922014705207674,0.7117954246941278,0.8210897048763967
123,4,0,3,11.713789547061387,0.7527353818187108,0.8635607266410856
124,4,0,4,9.514449923002704,0.6109807789067491,0.699570505742659
125,4,0,5,10.248953699721573,0.6678022603385982,0.7669313332346022
126,4,0,6,8.851193941761093,0.5656913157358731,0.6556631095745332
127,4,0,7,11.429823168711637,0.7650828177143661,0.9060101229055335
128,4,0,8,14.334262019758226,0.9104780947571361,1.3954116569446586
129,4,0,9,33.62349897695502,2.11809999688637,3.609740703130738
130,4,1,0,9.707117025676391,0.6246286081724909,0.7231495503085358
131,4,1,1,9.610162271754362,0.6189859603905769,0.7170632726345872
132,4,1,2,10.578567211302698,0.6890536255330267,0.7982143594729051
133,4,1,3,11.12609029534327,0.7256109792542441,0.8349627753942848
134,4,1,4,9.357057884077705,0.5985332248248453,0.6974678464957034
135,4,1,5,9.747153502406093,0.6252220147682827,0.7231109049828821
136,4,1,6,11.344592852945725,0.736653815897745,0.846170773595925
137,4,1,7,9.584032862067616,0.6121370269625013,0.7206561044226903
138,4,1,8,8.327456341774308,0.535283190031718,0.6380800017271496
139,4,1,9,12.504606157142675,0.8215885083992401,1.0492872219580025
140,4,2,0,8.719003940164631,0.549813303099831,0.625891801183775
141,4,2,1,10.478365596590876,0.6746619365415065,0.7909019025874601
142,4,2,2,3.2928188944930325e+29,2.2756276147822415e+28,8.461462064257092e+28
143,4,2,3,20.603642987492606,1.310058470900112,2.0259026317194784
144,4,2,4,10.880495766156104,0.6985401263138308,0.8248556541938369
145,4,2,5,9.595240339976277,0.6228121638937509,0.7361474884034336
146,4,2,6,16.332638591033053,1.105910571412321,1.5767602210926732
147,4,2,7,9.604430099740696,0.6269162553307756,0.7523648747212451
148,4,2,8,19.145595196005427,1.219205807039512,1.855765800050441
149,4,2,9,10.640722065609822,0.7013236949729603,0.8277484997211996
150,5,0,0,9.632333216588128,0.6182402573801667,0.7169837856155539
151,5,0,1,9.915173882292263,0.6393509801952333,0.7395722600547051
152,5,0,2,10.222027258491565,0.6608587999574249,0.7630469071078649
153,5,0,3,11.724564825489127,0.7620482329778208,0.8694755402145757
154,5,0,4,10.273939601953067,0.667193558213632,0.7631379667387276
155,5,0,5,10.275737191583161,0.6666167032459154,0.7651239988179904
156,5,0,6,9.310101599145561,0.5989769822816923,0.6903830969375176
157,5,0,7,10.332131516081208,0.685083781592576,0.8207455931113824
158,5,0,8,269.5003405692489,16.910999063308612,34.0040629287553
159,5,0,9,29.19788340295862,1.857719363080453,3.0164572656232065
160,5,1,0,9.957233178427886,0.641072674647068,0.7407245466483635
161,5,1,1,9.763802204195954,0.6297892080470586,0.729477997398677
162,5,1,2,9.3437555928157,0.5993417702249586,0.7018591105543285
163,5,1,3,9.394421341737287,0.6030836271849186,0.7046983299226318
164,5,1,4,10.788544941035944,0.7020341468256163,0.8168186075001876
165,5,1,5,10.827604083106465,0.7043067436330751,0.8112463993117794
166,5,1,6,5369.783953545715,394.2760023676904,607.826366716274
167,5,1,7,9.899727211903658,0.6283399667853463,0.7385900618751803
168,5,1,8,8.947069179567995,0.5790205462957828,0.6898198244144186
169,5,1,9,10.202048280918737,0.6565799575229568,0.7586611357279924
170,5,2,0,8.713594601717714,0.550285156857739,0.6280236734113285
171,5,2,1,9.863596324968265,0.6446893019725912,0.764306992107881
