,p,d,q,MAPE,MAE,RMSE
172,5,2,2,125.80856723037616,6.302909448105319,8.345848724157959
173,5,2,3,24.47148580340022,1.3793770345032874,2.145293711090422
174,5,2,4,28.486335958909017,1.5830489919474018,3.124918373386546
175,5,2,5,25.686931283994255,1.4508627391748694,1.8596491328040206
176,5,2,6,8.289074150305671,0.5310386419097853,0.6405923086985494
177,5,2,7,110.75694121651802,7.756337133340726,8.044060085587972
178,5,2,8,19.214703958290144,1.2355429185204923,1.6309466483301107
179,5,2,9,35.12276510414431,2.2352941674696076,3.1832884085072775
180,6,0,0,31.756500363904042,1.8844857404461266,2.8829181527596925
181,6,0,1,36.30376637651519,2.1733054644150513,3.3161057824803697
182,6,0,2,45.127274133959645,2.758910933131309,4.145938858257753
183,6,0,3,4.372885116736915,0.2506289491882146,0.3714109135884801
184,6,0,4,47.64508885446328,3.0105477421496802,4.3917417372424765
185,6,0,5,27.234374413476576,1.707682685779196,2.346763318134882
186,6,0,6,35.146014346697406,2.238144758504382,3.15039052408886
187,6,0,7,4.585836923913506,0.2901774215530857,0.35960583067641183
188,6,0,8,57.027569923514605,3.6478981467822953,5.387980791389076
189,6,0,9,23.842671026970123,1.531214717616011,2.0384007002120463
190,6,1,0,9.548879018859367,0.5773481010496976,0.714077468256066
191,6,1,1,11.529916980183476,0.7076015994286086,0.8738688121294051
192,6,1,2,26.487889082705017,1.659767863925446,2.2716740391180683
193,6,1,3,30.943779134005933,1.936639757667654,2.744366678469491
194,6,1,4,26.749473713295355,1.6719018871430715,2.240714974281093
195,6,1,5,35.250612967642745,2.2135709942375708,3.162554333093145
196,6,1,6,20.42054364522499,1.3179101363069836,1.7236287381357809
197,6,1,7,35.80908661643395,2.2788477702187224,3.273844952437347
198,6,1,8,39.616755450247176,2.517356335112412,3.6420442231763297
199,6,1,9,38.14227807067926,2.427767463553122,3.471520417870958
200,6,2,0,7.793269119773512,0.4814983093701396,0.567956870824794
201,6,2,1,8.671926993177882,0.5469995928233145,0.6610439558479348
202,6,2,2,11.3075173951309,0.7159909328301715,0.881309427930721
203,6,2,3,30.193531361086464,1.9712985546143211,2.6906940484389
204,6,2,4,639.9896028239118,40.34481431038441,49.0501914798477
205,6,2,5,12.18397372200468,0.7682430370746457,0.9614992888523016
206,6,2,6,11.928103219396357,0.7612807589863809,0.9588152083926398
207,6,2,7,24.738140650780558,1.5753630579521505,2.1189248206078433
208,6,2,8,34.61724592815402,2.31569013955312,2.8220461836797286
209,6,2,9,1837829.3213010058,133667.23806770262,171608.9193833035
210,7,0,0,38.32480446488573,2.374755289607417,3.3922415864962523
211,7,0,1,56.41333873939794,3.5272323143643747,5.226511611372668
212,7,0,2,78.54027719743951,4.948124036796953,7.488143938331774
213,7,0,3,5.4067765159236405,0.3296554516513346,0.44581246141500597
214,7,0,4,65.39906234011985,4.159858397045926,6.295943578801125
215,7,0,5,45.759163616363274,2.91637470586013,4.250363201996261
216,7,0,6,47.33372566098065,3.0232272598057484,4.3789677900527195
217,7,0,7,6.742077692562513,0.42822556988730226,0.5117463498669517
218,7,0,8,45.46138161925611,2.9047873036232947,4.205798043281881
219,7,0,9,51.799432083927286,3.3169052563368338,4.811146281305822
220,7,1,0,8.238031019284906,0.5215155883732987,0.642718196155079
221,7,1,1,5.868335657895335,0.3730591944390128,0.44769304830955525
222,7,1,2,5.830816600256013,0.37432539158227524,0.44435229574279883
223,7,1,3,9.858175115735296,0.6362662124251517,0.7708726033167619
224,7,1,4,35.721866855734916,2.276581517035816,3.210133205449954
225,7,1,5,24.312931854852934,1.5494002240102405,2.1285968688378496
226,7,1,6,24.083529117366247,1.5299191523478328,2.1294389458110716
227,7,1,7,40.319967342640965,2.5640429306729455,3.730447388395042
228,7,1,8,38.63378093357922,2.4551709116076963,3.5400845738752373
229,7,1,9,31.62012138867575,2.0518423913555925,2.77937210590341
230,7,2,0,8.704308363113892,0.5613867465749015,0.6908793630442689
231,7,2,1,10.600595262229671,0.6883787636548091,0.8390657249340758
232,7,2,2,9.929909104370552,0.6386306135545259,0.7979965926297918
233,7,2,3,10.73701404883866,0.6991151038161318,0.8442208724420255
234,7,2,4,9.45286832688571,0.6096698215195706,0.7579475299205652
235,7,2,5,10.155797229456896,0.6555916836216419,0.8294085797610486
236,7,2,6,11.778572391969456,0.7553560517209711,0.9497703438442009
237,7,2,7,16.54562858103279,1.0573558162507468,1.3762438597446178
238,7,2,8,21.432031361745178,1.365858457344022,1.8259757010428488
239,7,2,9,58.301201869691475,3.8286307508167647,5.662561329535936
240,8,0,0,50.36584989479947,3.219994209793259,4.741033835029219
241,8,0,1,56.80915794599831,3.623397474544408,5.403419865812579
242,8,0,2,56.69293962388381,3.6125461851710163,5.401825969670988
243,8,0,3,44.968920600336716,2.8683951647911625,4.194377975082377
244,8,0,4,7.020467079789436e+16,5147897787671757.0,1.5315361719465242e+16
245,8,0,5,48.77956172833477,3.0448899330170143,4.388570308479695
246,8,0,6,53.38569005574378,3.3015030619803034,4.7814188700828835
247,8,0,7,9.632603442828039,0.607334646465174,0.7412273440650224
248,8,0,8,48.77624906040891,3.019407649992184,4.257941951115098
249,8,0,9,40.411762758636385,2.5868633573236464,3.662552042597324
250,8,1,0,36.02472630902605,2.295751631964245,3.2683559120009256
251,8,1,1,50.340058501804435,3.2142032335137456,4.7018588162312
252,8,1,2,60.159413222217985,3.8390036691907268,5.716277502213462
253,8,1,3,58.00539126240608,3.698651818644629,5.50679497751386
254,8,1,4,46.375076193917025,2.9724557806836653,4.2713590226495475
255,8,1,5,44.996654462504466,2.8679179362850666,4.195747941614938
256,8,1,6,36.849378661092985,2.348181562825064,3.3744006719992456
257,8,1,7,47.23414429461389,3.0064797568813537,4.417685285759254
258,8,1,8,214.14084076934938,15.307976504535807,16.425155421935038
259,8,1,9,32.47533936752244,2.061222591460042,2.923212325164406
260,8,2,0,10.500254497817036,0.67506806576926,0.808571539914196
261,8,2,1,27.906907208485006,1.780974163886582,2.4456667910489442
262,8,2,2,21.905736128808044,1.3962831217708804,1.8656774553721636
263,8,2,3,19.519215986033032,1.2435416463549278,1.6492034426578226
264,8,2,4,2.2170231746545285e+176,1.5982335409330772e+175,inf
265,8,2,5,38.69663828540673,2.464660643091885,3.5393311313439497
266,8,2,6,21.87123822309747,1.3990409567286402,1.8491710075520988
267,8,2,7,22.51765286289148,1.4410816379682905,1.9043556553478556
268,8,2,8,21.843863086376345,1.388958800833501,1.8432693381569834
269,8,2,9,1191128.8818024616,86689.41963276622,106871.40345356446
270,9,0,0,62.48007005449851,3.9855318309443177,6.003002497416844
271,9,0,1,68.57435052881222,4.371155052514894,6.621381236341817
272,9,0,2,70.33227777581519,4.487971352215433,6.785896801061471
273,9,0,3,68.72735940638263,4.3831877482625865,6.632318003645606
274,9,0,4,2128572.331508992,155959.98033157043,402223.371043458
275,9,0,5,54.43494232955031,3.475539171165105,5.127703562161724
276,9,0,6,63.83369963590553,4.0729288373291315,6.114761450014057
277,9,0,7,34.95174098046638,2.2322027819668118,3.138630149589903
278,9,0,8,41.33533778578109,2.642310613410724,3.756199568757591
279,9,0,9,26.594134787184327,1.7047769438375344,2.310489960233719
280,9,1,0,42.57267495085511,2.7192379359429375,3.9059285086895175
281,9,1,1,61.470389912399966,3.929096986007257,5.836366116706047
282,9,1,2,68.01792359150197,4.345373725221254,6.51725967592769
283,9,1,3,67.73644149032131,4.330926363961725,6.502749119437105
284,9,1,4,57.578766495855895,3.6850457563895445,5.440085405238185
285,9,1,5,68.51387640464819,4.372458709533796,6.611594745514471
286,9,1,6,58.29567347264312,3.7203096159714177,5.549302080204257
287,9,1,7,35.35144414789623,2.2663274164204945,3.1828274621098385
288,9,1,8,38.49651731879617,2.450645156105295,3.5224742552568196
289,9,1,9,22.95353959322525,1.4630246489085463,1.9966332955252462
290,9,2,0,18.42717950273845,1.1758596391014247,1.5114263334868423
291,9,2,1,16.593512343331774,1.063514926169313,1.35941566639712
292,9,2,2,13.975816433270035,0.8921344660082253,1.1404784031081046
293,9,2,3,14.407027630050731,0.9215983391385649,1.1685293649469306
294,9,2,4,6.655626446476634e+24,4.798028837130808e+23,1.4376756205776816e+24
295,9,2,5,18.940116237259396,1.2100986873421389,1.6128556799986697
296,9,2,6,21.086227875461606,1.355572045257961,1.7040098813316202
297,9,2,7,12.90743356100251,0.8257470880842892,1.026897191603513
298,9,2,8,17.672917572633736,1.1342659018449797,1.4685684734966509
299,9,2,9,59.54507879884342,4.304497098238809,4.392538958780355
