,MSA,GHG Emissions (MMTCO2e),Ratio
0,New Haven-Milford,0.09285714285714286,0.23809523809523808
1,Hartford-East Hartford-Middletown,0.2323470028280534,0.5834682244808476
2,Bridgeport-Stamford-Norwalk,0.07900256781135231,0.19643037622515813
