,MSA,County,Population,VMT (billion miles),N2O Emissions(TMTCO2e),CH4 Emissions (TMTCO2e),CO2 Emissions(MMTCO2e),GHG Emissions(MMTCO2e)
0,New Haven-Milford,New Haven,864751,6.91188455,7.046290676565023,0.6612964916779925,2.8676817329649402e-06,2.8753893201331835e-06
1,Hartford-East Hartford-Middletown,"Hartford, Middlesex,Tolland",1213324,10.46941253,10.67299712048171,1.001663978316683,4.3436696388621345e-06,4.355344299960933e-06
2,Bridgeport-Stamford-Norwalk,Fairfield,956446,7.136784045,7.275563489691318,0.6828138138999982,2.960990608265027e-06,2.968948985568618e-06
3,Total,Total,3605330,29.66631524,30.243196189330277,30.243196189330277,1.2308300244703514e-05,1.2368786637082173e-05
